level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	41	1	139	1143	40	15	47.232990	Ok
4	1	1	1	42	0	7	1191	172	28	-1	
5	1	1	1	42	1	7	1191	66	28	76.096161	counter®
5	1	1	1	42	2	139	1197	40	15	49.098854	("kaw
4	1	1	1	43	0	140	1223	33	14	-1	
5	1	1	1	43	1	140	1223	13	14	55.100094	Xf
5	1	1	1	43	2	162	1229	11	8	37.820602	vu.
4	1	1	1	44	0	141	1249	38	14	-1	
5	1	1	1	44	1	141	1249	21	14	19.370356	ia)
5	1	1	1	44	2	167	1249	12	14	0.000000	#f
4	1	1	1	45	0	7	1277	172	15	-1	
5	1	1	1	45	1	7	1278	97	14	36.776127	counterpart’
5	1	1	1	45	2	139	1277	5	15	42.841358	[
5	1	1	1	45	3	148	1277	31	13	32.789997	‘kav
4	1	1	1	46	0	140	1302	39	15	-1	
5	1	1	1	46	1	140	1303	13	13	25.491686	ay
5	1	1	1	46	2	159	1302	20	15	11.722326	94
4	1	1	1	47	0	7	1330	171	16	-1	
5	1	1	1	47	1	7	1332	62	14	96.324799	country
5	1	1	1	47	2	139	1330	39	15	49.534798	C'kan
4	1	1	1	48	0	6	1357	172	16	-1	
5	1	1	1	48	1	6	1357	101	16	24.420347	countryside’
5	1	1	1	48	2	139	1358	39	15	64.769745	['kan
4	1	1	1	49	0	6	1380	173	25	-1	
5	1	1	1	49	1	6	1380	62	25	80.940178	couple”
5	1	1	1	49	2	138	1386	41	15	6.187897	(C'kap
